,ID,Condition,Sentence,Construction,Semantic_Role,Prompt_GPT,Prompt_BERT,Verb_to_retrieve,DObj_to_retrieve,Generated_text_GPTsampling_1,Generated_text_GPTsampling_2,Generated_text_GPTsampling_3,Match_verb_GPTsampling,Match_dObj_GPTsampling,Generated_text_GPT_noSampling,Match_verb_GPT_noSampling,Match_dObj_noSampling,Generated_token_BERT,Match_verb_BERT
471,95.0,T - AT,"The singer will perform in the stadium, and the drag queen will in the kitchen. ",Pseudo-gapping,Location,"The singer will perform in the stadium, and the drag queen will in the kitchen.  What the drag queen will do in the kitchen is","The singer will perform in the stadium, and the drag queen will in the kitchen.  What the drag queen will do in the kitchen is [MASK].",perform,nan,"The singer will perform in the stadium, and the drag queen will in the kitchen.  What the drag queen will do in the kitchen is up to her.","The singer will perform in the stadium, and the drag queen will in the kitchen.  What the drag queen will do in the kitchen is up to the performer","The singer will perform in the stadium, and the drag queen will in the kitchen.  What the drag queen will do in the kitchen is up to the drag",Yes,No dObj,"The singer will perform in the stadium, and the drag queen will in the kitchen.  What the drag queen will do in the kitchen is up to the audience.",No,No dObj,irrelevant,No
472,95.0,AT - T,"The singer will perform on the beach, and the drag queen will in the nightclub.",Pseudo-gapping,Location,"The singer will perform on the beach, and the drag queen will in the nightclub. What the drag queen will do in the nightclub is","The singer will perform on the beach, and the drag queen will in the nightclub. What the drag queen will do in the nightclub is [MASK].",perform,nan,"The singer will perform on the beach, and the drag queen will in the nightclub. What the drag queen will do in the nightclub is up to the audience","The singer will perform on the beach, and the drag queen will in the nightclub. What the drag queen will do in the nightclub is up to the performer","The singer will perform on the beach, and the drag queen will in the nightclub. What the drag queen will do in the nightclub is up to the drag",Yes,No dObj,"The singer will perform on the beach, and the drag queen will in the nightclub. What the drag queen will do in the nightclub is up to the audience.",No,No dObj,irrelevant,No
473,95.0,AT - AT,"The singer will perform on the beach, and the drag queen will in the kitchen. ",Pseudo-gapping,Location,"The singer will perform on the beach, and the drag queen will in the kitchen.  What the drag queen will do in the kitchen is","The singer will perform on the beach, and the drag queen will in the kitchen.  What the drag queen will do in the kitchen is [MASK].",perform,nan,"The singer will perform on the beach, and the drag queen will in the kitchen.  What the drag queen will do in the kitchen is up to the audience","The singer will perform on the beach, and the drag queen will in the kitchen.  What the drag queen will do in the kitchen is up to the performer","The singer will perform on the beach, and the drag queen will in the kitchen.  What the drag queen will do in the kitchen is up to the drag",Yes,No dObj,"The singer will perform on the beach, and the drag queen will in the kitchen.  What the drag queen will do in the kitchen is up to the audience.",No,No dObj,irrelevant,No
474,95.0,T - SP violation,"The singer will perform in the stadium, and the drag queen will in the bottle.",Pseudo-gapping,Location,"The singer will perform in the stadium, and the drag queen will in the bottle. What the drag queen will do in the bottle is","The singer will perform in the stadium, and the drag queen will in the bottle. What the drag queen will do in the bottle is [MASK].",perform,nan,"The singer will perform in the stadium, and the drag queen will in the bottle. What the drag queen will do in the bottle is up to her.","The singer will perform in the stadium, and the drag queen will in the bottle. What the drag queen will do in the bottle is up to the performer","The singer will perform in the stadium, and the drag queen will in the bottle. What the drag queen will do in the bottle is up to the drag",Yes,No dObj,"The singer will perform in the stadium, and the drag queen will in the bottle. What the drag queen will do in the bottle is up to the audience.",No,No dObj,irrelevant,No
475,96.0,T - T,"The student completed the project before the exam, but the engineer didn’t before the deadline.",VP-ellipsis,Time,"The student completed the project before the exam, but the engineer didn't before the deadline. What the engineer did not before the deadline is","The student completed the project before the exam, but the engineer didn't before the deadline. What the engineer did not before the deadline is [MASK] the project.",complete,project,"The student completed the project before the exam, but the engineer didn't before the deadline. What the engineer did not before the deadline is that he did not","The student completed the project before the exam, but the engineer didn't before the deadline. What the engineer did not before the deadline is that he did not","The student completed the project before the exam, but the engineer didn't before the deadline. What the engineer did not before the deadline is the same as what",No,No,"The student completed the project before the exam, but the engineer didn't before the deadline. What the engineer did not before the deadline is that he did not have",No,No,not,No
476,96.0,T - AT,"The student completed the project before the exam, but the engineer didn’t before the summer.",VP-ellipsis,Time,"The student completed the project before the exam, but the engineer didn't before the summer. What the engineer did not before the summer is","The student completed the project before the exam, but the engineer didn't before the summer. What the engineer did not before the summer is [MASK] the project.",complete,project,"The student completed the project before the exam, but the engineer didn't before the summer. What the engineer did not before the summer is that he did not","The student completed the project before the exam, but the engineer didn't before the summer. What the engineer did not before the summer is that he did not","The student completed the project before the exam, but the engineer didn't before the summer. What the engineer did not before the summer is the same as what",No,No,"The student completed the project before the exam, but the engineer didn't before the summer. What the engineer did not before the summer is that he did not have",No,No,not,No
477,96.0,AT - T,"The student completed the project before the execution, but the engineer didn’t before the deadline.",VP-ellipsis,Time,"The student completed the project before the execution, but the engineer didn't before the deadline. What the engineer did not before the deadline is","The student completed the project before the execution, but the engineer didn't before the deadline. What the engineer did not before the deadline is [MASK] the project.",complete,project,"The student completed the project before the execution, but the engineer didn't before the deadline. What the engineer did not before the deadline is that he did not","The student completed the project before the execution, but the engineer didn't before the deadline. What the engineer did not before the deadline is that he did not","The student completed the project before the execution, but the engineer didn't before the deadline. What the engineer did not before the deadline is the same as what",No,No,"The student completed the project before the execution, but the engineer didn't before the deadline. What the engineer did not before the deadline is to provide a detailed description",No,No,not,No
478,96.0,AT - AT,"The student completed the project before the execution, but the engineer didn’t before the summer.",VP-ellipsis,Time,"The student completed the project before the execution, but the engineer didn't before the summer. What the engineer did not before the summer is","The student completed the project before the execution, but the engineer didn't before the summer. What the engineer did not before the summer is [MASK] the project.",complete,project,"The student completed the project before the execution, but the engineer didn't before the summer. What the engineer did not before the summer is that he did not","The student completed the project before the execution, but the engineer didn't before the summer. What the engineer did not before the summer is that he did not","The student completed the project before the execution, but the engineer didn't before the summer. What the engineer did not before the summer is the same as what",No,No,"The student completed the project before the execution, but the engineer didn't before the summer. What the engineer did not before the summer is that he did not have",No,No,not,No
479,96.0,T - SP violation,"The student completed the project before the exam, but the engineer didn’t before the book.",VP-ellipsis,Time,"The student completed the project before the exam, but the engineer didn't before the book. What the engineer did not before the book is","The student completed the project before the exam, but the engineer didn't before the book. What the engineer did not before the book is [MASK] the project.",complete,project,"The student completed the project before the exam, but the engineer didn't before the book. What the engineer did not before the book is that he did not","The student completed the project before the exam, but the engineer didn't before the book. What the engineer did not before the book is that he did not","The student completed the project before the exam, but the engineer didn't before the book. What the engineer did not before the book is the same as what",No,No,"The student completed the project before the exam, but the engineer didn't before the book. What the engineer did not before the book is that he did not have",No,No,called,No
480,97.0,T - T,"The passenger buys a ticket before the departure, the tourist will before the holiday.",VP-ellipsis,Time,"The passenger buys a ticket before the departure, the tourist will before the holiday. What the tourist does before the holiday is","The passenger buys a ticket before the departure, the tourist will before the holiday. What the tourist does before the holiday is [MASK] a ticket.",buy,ticket,"The passenger buys a ticket before the departure, the tourist will before the holiday. What the tourist does before the holiday is up to the tourist","The passenger buys a ticket before the departure, the tourist will before the holiday. What the tourist does before the holiday is his own business.","The passenger buys a ticket before the departure, the tourist will before the holiday. What the tourist does before the holiday is his or her own",No,No,"The passenger buys a ticket before the departure, the tourist will before the holiday. What the tourist does before the holiday is up to the tourist.",No,No,buying,Yes
481,97.0,T - AT,"The passenger buys a ticket before the departure, the tourist will before breakfast.",VP-ellipsis,Time,"The passenger buys a ticket before the departure, the tourist will before breakfast. What the tourist does before breakfast is","The passenger buys a ticket before the departure, the tourist will before breakfast. What the tourist does before breakfast is [MASK] a ticket.",buy,ticket,"The passenger buys a ticket before the departure, the tourist will before breakfast. What the tourist does before breakfast is up to the tourist","The passenger buys a ticket before the departure, the tourist will before breakfast. What the tourist does before breakfast is up to the traveller","The passenger buys a ticket before the departure, the tourist will before breakfast. What the tourist does before breakfast is his or her own",No,No,"The passenger buys a ticket before the departure, the tourist will before breakfast. What the tourist does before breakfast is up to the tourist.",No,No,not,No
482,97.0,AT - T,"The passenger buys a ticket before the meeting, the tourist will before the holiday.",VP-ellipsis,Time,"The passenger buys a ticket before the meeting, the tourist will before the holiday. What the tourist does before the holiday is","The passenger buys a ticket before the meeting, the tourist will before the holiday. What the tourist does before the holiday is [MASK] a ticket.",buy,ticket,"The passenger buys a ticket before the meeting, the tourist will before the holiday. What the tourist does before the holiday is up to the tourist","The passenger buys a ticket before the meeting, the tourist will before the holiday. What the tourist does before the holiday is up to the traveller","The passenger buys a ticket before the meeting, the tourist will before the holiday. What the tourist does before the holiday is up to the tourist",No,No,"The passenger buys a ticket before the meeting, the tourist will before the holiday. What the tourist does before the holiday is up to the tourist.",No,No,buying,Yes
483,97.0,AT - AT,"The passenger buys a ticket before the meeting, the tourist will before breakfast.",VP-ellipsis,Time,"The passenger buys a ticket before the meeting, the tourist will before breakfast. What the tourist does before breakfast is","The passenger buys a ticket before the meeting, the tourist will before breakfast. What the tourist does before breakfast is [MASK] a ticket.",buy,ticket,"The passenger buys a ticket before the meeting, the tourist will before breakfast. What the tourist does before breakfast is up to the tourist","The passenger buys a ticket before the meeting, the tourist will before breakfast. What the tourist does before breakfast is up to the traveller","The passenger buys a ticket before the meeting, the tourist will before breakfast. What the tourist does before breakfast is up to the tourist",No,No,"The passenger buys a ticket before the meeting, the tourist will before breakfast. What the tourist does before breakfast is up to the tourist.",No,No,buying,Yes
484,97.0,T - SP violation,"The passenger buys a ticket before the departure, the tourist will before the banana.",VP-ellipsis,Time,"The passenger buys a ticket before the departure, the tourist will before the banana. What the tourist does before the banana is","The passenger buys a ticket before the departure, the tourist will before the banana. What the tourist does before the banana is [MASK] a ticket.",buy,ticket,"The passenger buys a ticket before the departure, the tourist will before the banana. What the tourist does before the banana is up to the tourist","The passenger buys a ticket before the departure, the tourist will before the banana. What the tourist does before the banana is up to the traveller","The passenger buys a ticket before the departure, the tourist will before the banana. What the tourist does before the banana is up to the tourist",No,No,"The passenger buys a ticket before the departure, the tourist will before the banana. What the tourist does before the banana is up to the tourist.",No,No,not,No
485,98.0,T - T,"The student cut his hair before the graduation, the groom will before the marriage. ",VP-ellipsis,Time,"The student cut his hair before the graduation, the groom will before the marriage. What the groom does before the marriage is","The student cut his hair before the graduation, the groom will before the marriage. What the groom does before the marriage is [MASK] his hair.",cut,hair,"The student cut his hair before the graduation, the groom will before the marriage. What the groom does before the marriage is his business. The","The student cut his hair before the graduation, the groom will before the marriage. What the groom does before the marriage is his business, but","The student cut his hair before the graduation, the groom will before the marriage. What the groom does before the marriage is his business. The",No,No,"The student cut his hair before the graduation, the groom will before the marriage. What the groom does before the marriage is his business.

",No,No,cut,Yes
486,98.0,T - AT,"The student cut his hair before the graduation, the groom will before the workout.",VP-ellipsis,Time,"The student cut his hair before the graduation, the groom will before the workout. What the groom does before the workout is","The student cut his hair before the graduation, the groom will before the workout. What the groom does before the workout is [MASK] his hair.",cut,hair,"The student cut his hair before the graduation, the groom will before the workout. What the groom does before the workout is up to the groom","The student cut his hair before the graduation, the groom will before the workout. What the groom does before the workout is his own business.","The student cut his hair before the graduation, the groom will before the workout. What the groom does before the workout is his business. The",No,No,"The student cut his hair before the graduation, the groom will before the workout. What the groom does before the workout is up to him.
",No,No,cut,Yes
487,98.0,AT - T,"The student cut his hair before the excursion, the groom will before the marriage.",VP-ellipsis,Time,"The student cut his hair before the excursion, the groom will before the marriage. What the groom does before the marriage is","The student cut his hair before the excursion, the groom will before the marriage. What the groom does before the marriage is [MASK] his hair.",cut,hair,"The student cut his hair before the excursion, the groom will before the marriage. What the groom does before the marriage is his business, but","The student cut his hair before the excursion, the groom will before the marriage. What the groom does before the marriage is his business, but","The student cut his hair before the excursion, the groom will before the marriage. What the groom does before the marriage is his business. The",No,No,"The student cut his hair before the excursion, the groom will before the marriage. What the groom does before the marriage is his business.

",No,No,cut,Yes
488,98.0,AT - AT,"The student cut his hair before the excursion, the groom will before the workout.",VP-ellipsis,Time,"The student cut his hair before the excursion, the groom will before the workout. What the groom does before the workout is","The student cut his hair before the excursion, the groom will before the workout. What the groom does before the workout is [MASK] his hair.",cut,hair,"The student cut his hair before the excursion, the groom will before the workout. What the groom does before the workout is up to the groom","The student cut his hair before the excursion, the groom will before the workout. What the groom does before the workout is his own business.","The student cut his hair before the excursion, the groom will before the workout. What the groom does before the workout is his business. The",No,No,"The student cut his hair before the excursion, the groom will before the workout. What the groom does before the workout is up to the student.",No,No,cut,Yes
489,98.0,T - SP violation,"The student cut his hair before the graduation, the groom will before the bike.",VP-ellipsis,Time,"The student cut his hair before the graduation, the groom will before the bike. What the groom does before the bike is","The student cut his hair before the graduation, the groom will before the bike. What the groom does before the bike is [MASK] his hair.",cut,hair,"The student cut his hair before the graduation, the groom will before the bike. What the groom does before the bike is his own business.","The student cut his hair before the graduation, the groom will before the bike. What the groom does before the bike is his business, but","The student cut his hair before the graduation, the groom will before the bike. What the groom does before the bike is his business. The",No,No,"The student cut his hair before the graduation, the groom will before the bike. What the groom does before the bike is up to him.
",No,No,cut,Yes
490,99.0,T - T,"The musician entertained the crowd during the concert, and the comedian did during the show.",VP-ellipsis,Time,"The musician entertained the crowd during the concert, and the comedian did during the show. What the comedian did during the show is","The musician entertained the crowd during the concert, and the comedian did during the show. What the comedian did during the show is [MASK] the crowd.",entertain,crowd,"The musician entertained the crowd during the concert, and the comedian did during the show. What the comedian did during the show is not known, but","The musician entertained the crowd during the concert, and the comedian did during the show. What the comedian did during the show is a matter of debate","The musician entertained the crowd during the concert, and the comedian did during the show. What the comedian did during the show is not known.
",No,No,"The musician entertained the crowd during the concert, and the comedian did during the show. What the comedian did during the show is not known.

",No,No,entertaining,Yes
491,99.0,T - AT,"The musician entertained the crowd during the concert, and the comedian did during the lesson.",VP-ellipsis,Time,"The musician entertained the crowd during the concert, and the comedian did during the lesson. What the comedian did during the lesson is","The musician entertained the crowd during the concert, and the comedian did during the lesson. What the comedian did during the lesson is [MASK] the crowd.",entertain,crowd,"The musician entertained the crowd during the concert, and the comedian did during the lesson. What the comedian did during the lesson is not known, but","The musician entertained the crowd during the concert, and the comedian did during the lesson. What the comedian did during the lesson is a matter of debate","The musician entertained the crowd during the concert, and the comedian did during the lesson. What the comedian did during the lesson is not known.
",No,No,"The musician entertained the crowd during the concert, and the comedian did during the lesson. What the comedian did during the lesson is not known.

",No,No,entertaining,Yes
492,99.0,AT - T,"The musician entertained the crowd during the flight, and the comedian did during the show.",VP-ellipsis,Time,"The musician entertained the crowd during the flight, and the comedian did during the show. What the comedian did during the show is","The musician entertained the crowd during the flight, and the comedian did during the show. What the comedian did during the show is [MASK] the crowd.",entertain,crowd,"The musician entertained the crowd during the flight, and the comedian did during the show. What the comedian did during the show is not known, but","The musician entertained the crowd during the flight, and the comedian did during the show. What the comedian did during the show is a matter of debate","The musician entertained the crowd during the flight, and the comedian did during the show. What the comedian did during the show is not known.
",No,No,"The musician entertained the crowd during the flight, and the comedian did during the show. What the comedian did during the show is not known.

",No,No,entertaining,Yes
493,99.0,AT - AT,"The musician entertained the crowd during the flight, and the comedian did during the lesson.",VP-ellipsis,Time,"The musician entertained the crowd during the flight, and the comedian did during the lesson. What the comedian did during the lesson is","The musician entertained the crowd during the flight, and the comedian did during the lesson. What the comedian did during the lesson is [MASK] the crowd.",entertain,crowd,"The musician entertained the crowd during the flight, and the comedian did during the lesson. What the comedian did during the lesson is not known, but","The musician entertained the crowd during the flight, and the comedian did during the lesson. What the comedian did during the lesson is a matter of debate","The musician entertained the crowd during the flight, and the comedian did during the lesson. What the comedian did during the lesson is not known.
",No,No,"The musician entertained the crowd during the flight, and the comedian did during the lesson. What the comedian did during the lesson is not known.

",No,No,for,No
494,99.0,T - SP violation,"The musician entertained the crowd during the concert, and the comedian did during the television.",VP-ellipsis,Time,"The musician entertained the crowd during the concert, and the comedian did during the television. What the comedian did during the television is","The musician entertained the crowd during the concert, and the comedian did during the television. What the comedian did during the television is [MASK] the crowd.",entertain,crowd,"The musician entertained the crowd during the concert, and the comedian did during the television. What the comedian did during the television is not known, but","The musician entertained the crowd during the concert, and the comedian did during the television. What the comedian did during the television is a matter of debate","The musician entertained the crowd during the concert, and the comedian did during the television. What the comedian did during the television is not known. The",No,No,"The musician entertained the crowd during the concert, and the comedian did during the television. What the comedian did during the television is not known.

",No,No,entertaining,Yes
495,100.0,T - T,"The soldier checked the rifle during the drill, but the hunter didn’t before the hunting.",VP-ellipsis,Time,"The soldier checked the rifle during the drill, but the hunter didn't before the hunting. What the hunter did not before the hunting is","The soldier checked the rifle during the drill, but the hunter didn't before the hunting. What the hunter did not before the hunting is [MASK] the rifle.",check,rifle,"The soldier checked the rifle during the drill, but the hunter didn't before the hunting. What the hunter did not before the hunting is that he did not","The soldier checked the rifle during the drill, but the hunter didn't before the hunting. What the hunter did not before the hunting is that he did not","The soldier checked the rifle during the drill, but the hunter didn't before the hunting. What the hunter did not before the hunting is the same as what",No,No,"The soldier checked the rifle during the drill, but the hunter didn't before the hunting. What the hunter did not before the hunting is that he did not check",Yes,No,in,No
496,100.0,T - AT,"The soldier checked the rifle during the drill, but the hunter didn’t before the wedding.",VP-ellipsis,Time,"The soldier checked the rifle during the drill, but the hunter didn't before the wedding. What the hunter did not before the wedding is","The soldier checked the rifle during the drill, but the hunter didn't before the wedding. What the hunter did not before the wedding is [MASK] the rifle.",check,rifle,"The soldier checked the rifle during the drill, but the hunter didn't before the wedding. What the hunter did not before the wedding is that he was a","The soldier checked the rifle during the drill, but the hunter didn't before the wedding. What the hunter did not before the wedding is that he did not","The soldier checked the rifle during the drill, but the hunter didn't before the wedding. What the hunter did not before the wedding is the same thing that",No,No,"The soldier checked the rifle during the drill, but the hunter didn't before the wedding. What the hunter did not before the wedding is that he did not check",Yes,No,in,No
497,100.0,AT - T,"The soldier checked the rifle during the party, but the hunter didn’t before the hunting.",VP-ellipsis,Time,"The soldier checked the rifle during the party, but the hunter didn't before the hunting. What the hunter did not before the hunting is","The soldier checked the rifle during the party, but the hunter didn't before the hunting. What the hunter did not before the hunting is [MASK] the rifle.",check,rifle,"The soldier checked the rifle during the party, but the hunter didn't before the hunting. What the hunter did not before the hunting is that he did not","The soldier checked the rifle during the party, but the hunter didn't before the hunting. What the hunter did not before the hunting is that he did not","The soldier checked the rifle during the party, but the hunter didn't before the hunting. What the hunter did not before the hunting is the same as what",No,No,"The soldier checked the rifle during the party, but the hunter didn't before the hunting. What the hunter did not before the hunting is that he did not check",Yes,No,in,No
498,100.0,AT - AT,"The soldier checked the rifle during the party, but the hunter didn’t before the wedding.",VP-ellipsis,Time,"The soldier checked the rifle during the party, but the hunter didn't before the wedding. What the hunter did not before the wedding is","The soldier checked the rifle during the party, but the hunter didn't before the wedding. What the hunter did not before the wedding is [MASK] the rifle.",check,rifle,"The soldier checked the rifle during the party, but the hunter didn't before the wedding. What the hunter did not before the wedding is that he was a","The soldier checked the rifle during the party, but the hunter didn't before the wedding. What the hunter did not before the wedding is that he did not","The soldier checked the rifle during the party, but the hunter didn't before the wedding. What the hunter did not before the wedding is the same thing that",No,No,"The soldier checked the rifle during the party, but the hunter didn't before the wedding. What the hunter did not before the wedding is that he did not check",Yes,No,in,No
499,100.0,T - SP violation,"The soldier checked the rifle during the drill, but the hunter didn’t before the leaf.",VP-ellipsis,Time,"The soldier checked the rifle during the drill, but the hunter didn't before the leaf. What the hunter did not before the leaf is","The soldier checked the rifle during the drill, but the hunter didn't before the leaf. What the hunter did not before the leaf is [MASK] the rifle.",check,rifle,"The soldier checked the rifle during the drill, but the hunter didn't before the leaf. What the hunter did not before the leaf is that he did not","The soldier checked the rifle during the drill, but the hunter didn't before the leaf. What the hunter did not before the leaf is that he did not","The soldier checked the rifle during the drill, but the hunter didn't before the leaf. What the hunter did not before the leaf is the same as what",No,No,"The soldier checked the rifle during the drill, but the hunter didn't before the leaf. What the hunter did not before the leaf is that the soldier was not",No,No,in,No
500,101.0,T - T,"The cook washed his hands before cooking, and so did the doctor before the surgery.",Do-x/ Do-so anaphora,Time,"The cook washed his hands before cooking, and so did the doctor before the surgery. What the doctor did before the surgery is","The cook washed his hands before cooking, and so did the doctor before the surgery. What the doctor did before the surgery is [MASK] his hands.",wash,hands,"The cook washed his hands before cooking, and so did the doctor before the surgery. What the doctor did before the surgery is not known, but","The cook washed his hands before cooking, and so did the doctor before the surgery. What the doctor did before the surgery is a matter of conjecture","The cook washed his hands before cooking, and so did the doctor before the surgery. What the doctor did before the surgery is not known. The",No,No,"The cook washed his hands before cooking, and so did the doctor before the surgery. What the doctor did before the surgery is not known.

",No,No,washed,Yes
501,101.0,T - AT,"The cook washed his hands before cooking, and so did the doctor before the meeting.",Do-x/ Do-so anaphora,Time,"The cook washed his hands before cooking, and so did the doctor before the meeting. What the doctor did before the meeting is","The cook washed his hands before cooking, and so did the doctor before the meeting. What the doctor did before the meeting is [MASK] his hands.",wash,hands,"The cook washed his hands before cooking, and so did the doctor before the meeting. What the doctor did before the meeting is not known, but","The cook washed his hands before cooking, and so did the doctor before the meeting. What the doctor did before the meeting is not known, but","The cook washed his hands before cooking, and so did the doctor before the meeting. What the doctor did before the meeting is not known. The",No,No,"The cook washed his hands before cooking, and so did the doctor before the meeting. What the doctor did before the meeting is not known.

",No,No,washed,Yes
502,101.0,AT - T,"The cook washed his hands before the match, and so did the doctor before the surgery.",Do-x/ Do-so anaphora,Time,"The cook washed his hands before the match, and so did the doctor before the surgery. What the doctor did before the surgery is","The cook washed his hands before the match, and so did the doctor before the surgery. What the doctor did before the surgery is [MASK] his hands.",wash,hands,"The cook washed his hands before the match, and so did the doctor before the surgery. What the doctor did before the surgery is not known, but","The cook washed his hands before the match, and so did the doctor before the surgery. What the doctor did before the surgery is a matter of record","The cook washed his hands before the match, and so did the doctor before the surgery. What the doctor did before the surgery is not known. The",No,No,"The cook washed his hands before the match, and so did the doctor before the surgery. What the doctor did before the surgery is not known.

",No,No,washed,Yes
503,101.0,AT - AT,"The cook washed his hands before the match, and so did the doctor before the meeting.",Do-x/ Do-so anaphora,Time,"The cook washed his hands before the match, and so did the doctor before the meeting. What the doctor did before the meeting is","The cook washed his hands before the match, and so did the doctor before the meeting. What the doctor did before the meeting is [MASK] his hands.",wash,hands,"The cook washed his hands before the match, and so did the doctor before the meeting. What the doctor did before the meeting is not known, but","The cook washed his hands before the match, and so did the doctor before the meeting. What the doctor did before the meeting is a matter of conjecture","The cook washed his hands before the match, and so did the doctor before the meeting. What the doctor did before the meeting is not known. The",No,No,"The cook washed his hands before the match, and so did the doctor before the meeting. What the doctor did before the meeting is not known.

",No,No,washed,Yes
504,101.0,T - SP violation,"The cook washed his hands before cooking, and so did the doctor before the chair.",Do-x/ Do-so anaphora,Time,"The cook washed his hands before cooking, and so did the doctor before the chair. What the doctor did before the chair is","The cook washed his hands before cooking, and so did the doctor before the chair. What the doctor did before the chair is [MASK] his hands.",wash,hands,"The cook washed his hands before cooking, and so did the doctor before the chair. What the doctor did before the chair is unknown.

","The cook washed his hands before cooking, and so did the doctor before the chair. What the doctor did before the chair is a matter of conjecture","The cook washed his hands before cooking, and so did the doctor before the chair. What the doctor did before the chair is not known. The",No,No,"The cook washed his hands before cooking, and so did the doctor before the chair. What the doctor did before the chair is not known.

",No,No,washed,Yes
505,102.0,T - T,"The professor spoke to the audience during the conference, and the businessman did so during the meeting too.",Do-x/ Do-so anaphora,Time,"The professor spoke to the audience during the conference, and the businessman did so during the meeting too. What the businessman did during the meeting is","The professor spoke to the audience during the conference, and the businessman did so during the meeting too. What the businessman did during the meeting is [MASK] to the audience.",speak,ben: to the audience,"The professor spoke to the audience during the conference, and the businessman did so during the meeting too. What the businessman did during the meeting is not known, but","The professor spoke to the audience during the conference, and the businessman did so during the meeting too. What the businessman did during the meeting is not clear, but","The professor spoke to the audience during the conference, and the businessman did so during the meeting too. What the businessman did during the meeting is not known. The",No,No,"The professor spoke to the audience during the conference, and the businessman did so during the meeting too. What the businessman did during the meeting is not clear.

",No,No,unknown,No
506,102.0,T - AT,"The professor spoke to the audience during the conference, and the businessman did so during the workout too.",Do-x/ Do-so anaphora,Time,"The professor spoke to the audience during the conference, and the businessman did so during the workout too. What the businessman did during the workout is","The professor spoke to the audience during the conference, and the businessman did so during the workout too. What the businessman did during the workout is  [MASK] to the audience.",speak,ben: to the audience,"The professor spoke to the audience during the conference, and the businessman did so during the workout too. What the businessman did during the workout is not known, but","The professor spoke to the audience during the conference, and the businessman did so during the workout too. What the businessman did during the workout is not illegal, but","The professor spoke to the audience during the conference, and the businessman did so during the workout too. What the businessman did during the workout is not known.
",No,No,"The professor spoke to the audience during the conference, and the businessman did so during the workout too. What the businessman did during the workout is not clear, but it",No,No,unknown,No
507,102.0,AT - T,"The professor spoke to the audience during the funeral, and the businessman did so during the meeting too.",Do-x/ Do-so anaphora,Time,"The professor spoke to the audience during the funeral, and the businessman did so during the meeting too. What the businessman did during the meeting is","The professor spoke to the audience during the funeral, and the businessman did so during the meeting too. What the businessman did during the meeting is [MASK] to the audience.",speak,ben: to the audience,"The professor spoke to the audience during the funeral, and the businessman did so during the meeting too. What the businessman did during the meeting is not known, but","The professor spoke to the audience during the funeral, and the businessman did so during the meeting too. What the businessman did during the meeting is not known, but","The professor spoke to the audience during the funeral, and the businessman did so during the meeting too. What the businessman did during the meeting is not known. The",No,No,"The professor spoke to the audience during the funeral, and the businessman did so during the meeting too. What the businessman did during the meeting is not clear.

",No,No,unknown,No
508,102.0,AT - AT,"The professor spoke to the audience during the funeral, and the businessman did so during the workout too.",Do-x/ Do-so anaphora,Time,"The professor spoke to the audience during the funeral, and the businessman did so during the workout too. What the businessman did during the workout is","The professor spoke to the audience during the funeral, and the businessman did so during the workout too. What the businessman did during the workout is [MASK] to the audience.",speak,ben: to the audience,"The professor spoke to the audience during the funeral, and the businessman did so during the workout too. What the businessman did during the workout is not known, but","The professor spoke to the audience during the funeral, and the businessman did so during the workout too. What the businessman did during the workout is not known, but","The professor spoke to the audience during the funeral, and the businessman did so during the workout too. What the businessman did during the workout is not yet clear.",No,No,"The professor spoke to the audience during the funeral, and the businessman did so during the workout too. What the businessman did during the workout is not clear, but it",No,No,unknown,No
509,102.0,T - SP violation,"The professor spoke to the audience during the conference, and the businessman did so during the door too.",Do-x/ Do-so anaphora,Time,"The professor spoke to the audience during the conference, and the businessman did so during the door too. What the businessman did during the door is","The professor spoke to the audience during the conference, and the businessman did so during the door too. What the businessman did during the door is [MASK] to the audience.",speak,ben: to the audience,"The professor spoke to the audience during the conference, and the businessman did so during the door too. What the businessman did during the door is not known, but","The professor spoke to the audience during the conference, and the businessman did so during the door too. What the businessman did during the door is not clear, but","The professor spoke to the audience during the conference, and the businessman did so during the door too. What the businessman did during the door is not known. The",No,No,"The professor spoke to the audience during the conference, and the businessman did so during the door too. What the businessman did during the door is not clear.

",No,No,unknown,No
510,103.0,T - T,"The student had lunch after school, and the worker did the same thing during the lunch break. ",Do-x/ Do-so anaphora,Time,"The student had lunch after school, and the worker did the same thing during the lunch break. What the worker did during the lunch break is","The student had lunch after school, and the worker did the same thing during the lunch break. What the worker did during the lunch break is [MASK] lunch.",have,lunch,"The student had lunch after school, and the worker did the same thing during the lunch break. What the worker did during the lunch break is not illegal, but","The student had lunch after school, and the worker did the same thing during the lunch break. What the worker did during the lunch break is a violation of the","The student had lunch after school, and the worker did the same thing during the lunch break. What the worker did during the lunch break is not illegal. The",No,No,"The student had lunch after school, and the worker did the same thing during the lunch break. What the worker did during the lunch break is not illegal, but it",No,No,during,No
