,ID,Condition,Sentence,Construction,Semantic_Role,Standard_Filler_position_GPT,Standard_Filler_position_BERT,Elliptical_Filler_position_GPT,Elliptical_Filler_position_BERT,Standard_filler,Elliptical_filler,Score1_BERT,Score2_BERT,Score1_GPT,Score2_GPT
441,89,T – AT,"The farmer is picking vegetables in the greenhouse, and the grandfather on the beach.",Gapping,Location,7,7,14,14,greenhouse,beach,-4.789826393127441,-4.931591033935547,-5.744142532348633,-7.210718154907227
442,89,AT – T,"The farmer is picking vegetables in the mountain, and the grandfather on the garden.",Gapping,Location,7,7,14,14,mountain,garden,-9.565279960632324,-6.69485330581665,-8.808708190917969,-8.671707153320312
443,89,AT – AT,"The farmer is picking vegetables in the mountain, and the grandfather on the beach.",Gapping,Location,7,7,14,14,mountain,beach,-7.641648292541504,-3.6545801162719727,-8.808708190917969,-6.525150299072266
444,89,T – SP violation,"The farmer is picking vegetables in the greenhouse, and the grandfather in the ball.",Gapping,Location,7,7,14,14,greenhouse,ball,-6.074800968170166,-9.164009094238281,-5.744142532348633,-8.860885620117188
445,90,T – T,"The priest married the couple in the church, and the mayor in the city hall.",Gapping,Location,7,7,15,15,church,hall,-0.7694797515869141,-2.1695852279663086,-2.403700828552246,-2.209383010864258
446,90,T – AT,"The priest married the couple in the church, and the mayor in the supermarket.",Gapping,Location,7,7,14,14,church,supermarket,-2.2785110473632812,-12.116982460021973,-2.403700828552246,-7.039608001708984
447,90,AT – T,"The priest married the couple on the beach, and the mayor in the city hall.",Gapping,Location,7,7,15,15,beach,hall,-4.879735946655273,-6.916821479797363,-5.0423994064331055,-4.264434814453125
448,90,AT – AT,"The priest married the couple on the boat, and the mayor in the supermarket.",Gapping,Location,7,7,14,14,boat,supermarket,-4.232802391052246,-12.049695014953613,-7.720987319946289,-9.504112243652344
449,90,T – SP violation,"The priest married the couple in the church, and the mayor in the umbrella.",Gapping,Location,7,7,14,14,church,umbrella,-2.869259834289551,-14.378768920898438,-2.403700828552246,-13.369832038879395
450,91,T – T,"The mother will cook the pizza in the oven, and the pizza maker will in the wood oven.",Pseudo-gapping,Location,8,8,18,18,oven,oven,-1.9208126068115234,-1.6660633087158203,-1.298990249633789,-2.6580028533935547
451,91,T – AT,"The mother will cook the pizza in the oven, and the pizza maker will in the pan.",Pseudo-gapping,Location,8,8,17,17,oven,pan,-0.6077165603637695,-5.547544479370117,-1.298990249633789,-6.751603603363037
452,91,AT – T,"The mother will cook the pizza in the microwave, and the pizza maker will in the wood oven.",Pseudo-gapping,Location,8,8,18,18,microwave,oven,-4.080580711364746,-1.7652482986450195,-2.3022966384887695,-3.1834945678710938
453,91,AT – AT,"The mother will cook the pizza in the microwave, and the pizza maker will in the pan.",Pseudo-gapping,Location,8,8,17,17,microwave,pan,-3.9398765563964844,-6.558806419372559,-2.3022966384887695,-8.2870512008667
454,91,T – SP violation,"The mother will cook the pizza in the oven, and the pizza maker will in the plant.",Pseudo-gapping,Location,8,8,17,17,oven,plant,-3.258364677429199,-10.247904777526855,-1.298990249633789,-11.191134452819824
455,92,T – T,"The doctor will wear the white coat in the hospital, and the pharmacist will in the pharmacy.",Pseudo-gapping,Location,9,9,18,20,hospital,pharmacy,-1.2386016845703125,-4.383244514465332,-2.952115058898926,-1.5780448913574219
456,92,T – AT,"The doctor will wear the white coat in the hospital, and the pharmacist will in the garden.",Pseudo-gapping,Location,9,9,18,20,hospital,garden,-3.2197723388671875,-4.289362907409668,-2.952115058898926,-7.179233551025391
457,92,AT – T,"The doctor will wear the white coat in the gym, and the pharmacist will in the pharmacy.",Pseudo-gapping,Location,9,9,18,20,gym,pharmacy,-5.03570556640625,-5.1699113845825195,-6.969911575317383,-1.808424949645996
458,92,AT – AT,"The doctor will wear the white coat in the gym, and the pharmacist will in the garden. ",Pseudo-gapping,Location,9,9,18,20,gym,garden,-6.496159553527832,-5.322664260864258,-6.969911575317383,-7.320087432861328
459,92,T – SP violation,"The doctor will wear the white coat in the hospital, and the pharmacist will in the allergy.",Pseudo-gapping,Location,9,9,18,22,hospital,##gy,-2.421783447265625,-0.3697986602783203,-2.952115058898926,-14.039310455322266
460,93,T – T,"The student will dance in the disco, and the dancer will in the theater.",Pseudo-gapping,Location,6,6,14,14,disco,theater,-7.198729991912842,-4.517343044281006,-8.31220531463623,-6.809703826904297
461,93,T – AT,"The student will dance in the disco, and the dancer will in the living room.",Pseudo-gapping,Location,6,6,15,15,disco,room,-10.86940860748291,-0.04486656188964844,-8.31220531463623,-0.031456947326660156
462,93,AT – T,"The student will dance in the gym, and the dancer will in the theater.",Pseudo-gapping,Location,6,6,14,14,gym,theater,-4.552615165710449,-5.224679470062256,-6.136275768280029,-5.611927032470703
463,93,AT – AT,"The student will dance in the gym, and the dancer will in the living room.",Pseudo-gapping,Location,6,6,15,15,gym,room,-4.880236625671387,-0.020788192749023438,-6.136275768280029,-0.04974651336669922
464,93,T – SP violation,"The student will dance in the disco, and the dancer will in the picture. ",Pseudo-gapping,Location,6,6,14,14,disco,picture,-11.324912071228027,-9.015708923339844,-8.31220531463623,-8.202091217041016
465,94,T – T,"The traveller will check the watch on the platform, and the businessman will in the office.",Pseudo-gapping,Location,8,9,16,17,platform,office,-7.166089057922363,-5.560342788696289,-7.092535972595215,-7.738903999328613
466,94,T – AT,"The traveller will check the watch on the platform, and the businessman will at the zoo.",Pseudo-gapping,Location,8,9,16,17,platform,zoo,-7.175901889801025,-9.422126770019531,-7.092535972595215,-13.045299530029297
467,94,AT – T,"The traveller will check the watch in the prison, and the businessman will in the office.",Pseudo-gapping,Location,8,9,16,17,prison,office,-7.742362022399902,-4.437687397003174,-9.97199535369873,-4.678222179412842
468,94,AT – AT,"The traveller will check the watch in the prison, and the businessman will at the zoo.",Pseudo-gapping,Location,8,9,16,17,prison,zoo,-6.665450096130371,-6.943089485168457,-9.97199535369873,-11.930746078491211
469,94,T – SP violation,"The traveller will check the watch on the platform, and the businessman will in the bread.",Pseudo-gapping,Location,8,9,16,17,platform,bread,-7.017850875854492,-11.855996131896973,-7.092535972595215,-11.769099235534668
470,95,T – T,"The singer will perform in the stadium, and the drag queen will in the nightclub.",Pseudo-gapping,Location,6,6,15,15,stadium,nightclub,-3.347522735595703,-6.664501667022705,-5.561626434326172,-6.387902736663818
471,95,T – AT,"The singer will perform in the stadium, and the drag queen will in the kitchen. ",Pseudo-gapping,Location,6,6,15,15,stadium,kitchen,-6.222537040710449,-6.761513710021973,-5.561626434326172,-7.216310977935791
472,95,AT – T,"The singer will perform on the beach, and the drag queen will in the nightclub.",Pseudo-gapping,Location,6,6,15,15,beach,nightclub,-4.662897109985352,-7.074362754821777,-8.254036903381348,-6.823365211486816
473,95,AT – AT,"The singer will perform on the beach, and the drag queen will in the kitchen. ",Pseudo-gapping,Location,6,6,15,15,beach,kitchen,-5.099643707275391,-5.23091983795166,-8.254036903381348,-5.934657096862793
474,95,T – SP violation,"The singer will perform in the stadium, and the drag queen will in the bottle.",Pseudo-gapping,Location,6,6,15,15,stadium,bottle,-4.247734069824219,-11.837372779846191,-5.561626434326172,-10.735494613647461
475,96,T – T,"The student completed the project before the exam, but the engineer didn’t before the deadline.",VP-ellipsis,Time,7,7,18,17,exam,deadline,-8.111862182617188,-4.5082902908325195,-4.946133136749268,-5.074436664581299
476,96,T – AT,"The student completed the project before the exam, but the engineer didn’t before the summer.",VP-ellipsis,Time,7,7,18,17,exam,summer,-8.264470100402832,-9.552007675170898,-4.946133136749268,-7.112613677978516
477,96,AT – T,"The student completed the project before the execution, but the engineer didn’t before the deadline.",VP-ellipsis,Time,7,7,18,17,execution,deadline,-10.998289108276367,-5.423457622528076,-9.726301193237305,-7.003496170043945
478,96,AT – AT,"The student completed the project before the execution, but the engineer didn’t before the summer.",VP-ellipsis,Time,7,7,18,17,execution,summer,-11.139520645141602,-8.761332511901855,-9.726301193237305,-8.072290420532227
479,96,T – SP violation,"The student completed the project before the exam, but the engineer didn’t before the book.",VP-ellipsis,Time,7,7,18,17,exam,book,-7.273842811584473,-10.31284236907959,-4.946133136749268,-8.516827583312988
480,97,T – T,"The passenger buys a ticket before the departure, the tourist will before the holiday.",VP-ellipsis,Time,7,7,14,14,departure,holiday,-3.5200910568237305,-5.732105255126953,-4.205426216125488,-8.49350643157959
481,97,T – AT,"The passenger buys a ticket before the departure, the tourist will before breakfast.",VP-ellipsis,Time,7,7,13,13,departure,breakfast,-3.3147754669189453,-8.838149070739746,-4.205426216125488,-9.727582931518555
482,97,AT – T,"The passenger buys a ticket before the meeting, the tourist will before the holiday.",VP-ellipsis,Time,7,7,14,14,meeting,holiday,-6.888576507568359,-5.082273006439209,-7.765591621398926,-7.507918357849121
483,97,AT – AT,"The passenger buys a ticket before the meeting, the tourist will before breakfast.",VP-ellipsis,Time,7,7,13,13,meeting,breakfast,-6.162624835968018,-6.817743301391602,-7.765591621398926,-8.067154884338379
484,97,T – SP violation,"The passenger buys a ticket before the departure, the tourist will before the banana.",VP-ellipsis,Time,7,7,14,14,departure,banana,-4.313709259033203,-15.375709533691406,-4.205426216125488,-15.205223083496094
485,98,T – T,"The student cut his hair before the graduation, the groom will before the marriage. ",VP-ellipsis,Time,7,7,14,14,graduation,marriage,-6.788751125335693,-2.3194150924682617,-6.578351974487305,-3.3676748275756836
486,98,T – AT,"The student cut his hair before the graduation, the groom will before the workout.",VP-ellipsis,Time,7,7,14,15,graduation,##out,-6.791728973388672,-2.5746641159057617,-6.578351974487305,-13.166855812072754
487,98,AT – T,"The student cut his hair before the excursion, the groom will before the marriage.",VP-ellipsis,Time,8,8,15,15,##cursion,marriage,-2.70711612701416,-4.2351508140563965,-0.09327316284179688,-3.1212234497070312
488,98,AT – AT,"The student cut his hair before the excursion, the groom will before the workout.",VP-ellipsis,Time,8,8,15,16,##cursion,##out,-0.7948446273803711,-3.1689538955688477,-0.09327316284179688,-11.385616302490234
489,98,T – SP violation,"The student cut his hair before the graduation, the groom will before the bike.",VP-ellipsis,Time,7,7,14,14,graduation,bike,-8.873751640319824,-12.04090690612793,-6.578351974487305,-12.036036491394043
490,99,T – T,"The musician entertained the crowd during the concert, and the comedian did during the show.",VP-ellipsis,Time,7,7,15,15,concert,show,-2.554483413696289,-1.2904253005981445,-3.012147903442383,-2.6973371505737305
491,99,T – AT,"The musician entertained the crowd during the concert, and the comedian did during the lesson.",VP-ellipsis,Time,7,7,15,15,concert,lesson,-3.3403921127319336,-8.474137306213379,-3.012147903442383,-9.970487594604492
492,99,AT – T,"The musician entertained the crowd during the flight, and the comedian did during the show.",VP-ellipsis,Time,7,7,15,15,flight,show,-9.350286483764648,-2.9112653732299805,-8.015459060668945,-3.266733169555664
493,99,AT – AT,"The musician entertained the crowd during the flight, and the comedian did during the lesson.",VP-ellipsis,Time,7,7,15,15,flight,lesson,-8.67277717590332,-8.126371383666992,-8.015459060668945,-8.962745666503906
494,99,T – SP violation,"The musician entertained the crowd during the concert, and the comedian did during the television.",VP-ellipsis,Time,7,7,15,15,concert,television,-2.9155139923095703,-7.711141586303711,-3.012147903442383,-8.256927490234375
495,100,T – T,"The soldier checked the rifle during the drill, but the hunter didn’t before the hunting.",VP-ellipsis,Time,7,7,18,17,drill,hunting,-8.638975143432617,-9.802289009094238,-6.754758834838867,-5.741237163543701
496,100,T – AT,"The soldier checked the rifle during the drill, but the hunter didn’t before the wedding.",VP-ellipsis,Time,7,7,18,17,drill,wedding,-10.797779083251953,-9.481158256530762,-6.754758834838867,-10.031606674194336
497,100,AT – T,"The soldier checked the rifle during the party, but the hunter didn’t before the hunting.",VP-ellipsis,Time,7,7,18,17,party,hunting,-8.715405464172363,-6.954864025115967,-8.556142807006836,-5.172935485839844
498,100,AT – AT,"The soldier checked the rifle during the party, but the hunter didn’t before the wedding.",VP-ellipsis,Time,7,7,18,17,party,wedding,-6.313591003417969,-6.457132339477539,-8.556142807006836,-6.614404678344727
499,100,T – SP violation,"The soldier checked the rifle during the drill, but the hunter didn’t before the leaf.",VP-ellipsis,Time,7,7,18,17,drill,leaf,-7.145142555236816,-12.772734642028809,-6.754758834838867,-11.444272994995117
500,101,T – T,"The cook washed his hands before cooking, and so did the doctor before the surgery.",Do-x/ Do-so anaphora,Time,6,6,15,15,cooking,surgery,-4.736337661743164,-4.7286858558654785,-3.650080680847168,-2.9691085815429688
501,101,T – AT,"The cook washed his hands before cooking, and so did the doctor before the meeting.",Do-x/ Do-so anaphora,Time,6,6,15,15,cooking,meeting,-5.181520462036133,-5.588737487792969,-3.650080680847168,-5.872315406799316
502,101,AT – T,"The cook washed his hands before the match, and so did the doctor before the surgery.",Do-x/ Do-so anaphora,Time,7,7,16,16,match,surgery,-6.965662956237793,-11.246699333190918,-7.062774181365967,-5.325584411621094
503,101,AT – AT,"The cook washed his hands before the match, and so did the doctor before the meeting.",Do-x/ Do-so anaphora,Time,7,7,16,16,match,meeting,-8.548913955688477,-8.397741317749023,-7.062774181365967,-5.902923583984375
504,101,T – SP violation,"The cook washed his hands before cooking, and so did the doctor before the chair.",Do-x/ Do-so anaphora,Time,6,6,15,15,cooking,chair,-5.991443157196045,-8.79754638671875,-3.650080680847168,-8.48471450805664
505,102,T – T,"The professor spoke to the audience during the conference, and the businessman did so during the meeting too.",Do-x/ Do-so anaphora,Time,8,8,17,17,conference,meeting,-3.2920303344726562,-2.919806480407715,-4.366096496582031,-4.5133891105651855
506,102,T – AT,"The professor spoke to the audience during the conference, and the businessman did so during the workout too.",Do-x/ Do-so anaphora,Time,8,8,17,18,conference,##out,-5.918914794921875,-5.292417526245117,-4.366096496582031,-10.300653457641602
507,102,AT – T,"The professor spoke to the audience during the funeral, and the businessman did so during the meeting too.",Do-x/ Do-so anaphora,Time,8,8,17,17,funeral,meeting,-8.651826858520508,-5.253052711486816,-7.5077314376831055,-4.612105369567871
508,102,AT – AT,"The professor spoke to the audience during the funeral, and the businessman did so during the workout too.",Do-x/ Do-so anaphora,Time,8,8,17,18,funeral,##out,-9.01308536529541,-5.617975234985352,-7.5077314376831055,-10.867061614990234
509,102,T – SP violation,"The professor spoke to the audience during the conference, and the businessman did so during the door too.",Do-x/ Do-so anaphora,Time,8,8,17,17,conference,door,-6.719901084899902,-11.349034309387207,-4.366096496582031,-9.671741485595703
510,103,T – T,"The student had lunch after school, and the worker did the same thing during the lunch break. ",Do-x/ Do-so anaphora,Time,5,5,17,17,school,break,-1.4187850952148438,-0.7167625427246094,-1.6475591659545898,-0.9649696350097656
511,103,T – AT,"The student had lunch after school, and the worker did the same thing during the meeting.",Do-x/ Do-so anaphora,Time,5,5,16,16,school,meeting,-1.8308448791503906,-8.084772109985352,-1.6475591659545898,-7.254145622253418
512,103,AT – T,"The student had lunch after an excursion, and the worker did the same thing during the lunch break.",Do-x/ Do-so anaphora,Time,7,7,19,19,##cursion,break,-0.09543037414550781,-0.5670900344848633,-0.0049800872802734375,-0.5224142074584961
513,103,AT – AT,"The student had lunch after an excursion, and the worker did the same thing during the meeting.",Do-x/ Do-so anaphora,Time,7,7,18,18,##cursion,meeting,-0.14675140380859375,-6.624154090881348,-0.0049800872802734375,-6.0637054443359375
514,103,T – SP violation,"The student had lunch after school, and the worker did the same thing during the milk.",Do-x/ Do-so anaphora,Time,5,5,16,16,school,milk,-1.6414670944213867,-12.20110034942627,-1.6475591659545898,-11.23632526397705
515,104,T – T,"The demonstrator carried the flag during the demonstration, and the cheerleader did so before the match too.",Do-x/ Do-so anaphora,Time,8,9,18,19,demonstration,match,-6.310851097106934,-5.392600059509277,-1.9254484176635742,-3.9320077896118164
516,104,T – AT,"The demonstrator carried the flag during the demonstration, and the cheerleader did so before dinner too.",Do-x/ Do-so anaphora,Time,8,9,17,18,demonstration,dinner,-5.625482559204102,-6.782426357269287,-1.9254484176635742,-9.41812515258789
517,104,AT – T,"The demonstrator carried the flag during lunch, and the cheerleader did so before the match too.",Do-x/ Do-so anaphora,Time,7,8,17,18,lunch,match,-6.167132377624512,-5.67897891998291,-9.332183837890625,-4.668101787567139
518,104,AT – AT,"The demonstrator carried the flag during lunch, and the cheerleader did so before dinner too.",Do-x/ Do-so anaphora,Time,7,8,16,17,lunch,dinner,-0.9022388458251953,-3.1925134658813477,-9.332183837890625,-4.329710960388184
519,104,T – SP violation,"The demonstrator carried the flag during the demonstration, and the cheerleader did so before the phone too.",Do-x/ Do-so anaphora,Time,8,9,18,19,demonstration,phone,-5.573883056640625,-10.367685317993164,-1.9254484176635742,-10.438559532165527
520,105,T – T,"The boxer delivered a punch during the fight, and so did the criminal during the robbery. ",Do-x/ Do-so anaphora,Time,7,7,16,16,fight,robbery,-0.8617544174194336,-7.959785461425781,-1.8845033645629883,-2.5692901611328125
521,105,T – AT,"The boxer delivered a punch during the fight, and so did the criminal during the festival.",Do-x/ Do-so anaphora,Time,7,7,16,16,fight,festival,-2.498615264892578,-12.29646110534668,-1.8845033645629883,-10.44301986694336
522,105,AT – T,"The boxer delivered a punch during the fire, and so did the criminal during the robbery.",Do-x/ Do-so anaphora,Time,7,7,16,16,fire,robbery,-8.928903579711914,-5.709228515625,-8.441658020019531,-3.797393321990967
523,105,AT – AT,"The boxer delivered a punch during the fire, and so did the criminal during the festival.",Do-x/ Do-so anaphora,Time,7,7,16,16,fire,festival,-9.177396774291992,-10.231634140014648,-8.441658020019531,-10.351741790771484
524,105,T – SP violation,"The boxer delivered a punch during the fight, and so did the criminal during the circle.",Do-x/ Do-so anaphora,Time,7,7,16,16,fight,circle,-3.3004894256591797,-10.36297607421875,-1.8845033645629883,-11.963644981384277
525,106,T – T,"The tourist visits some museums during the vacation, and the students during the school trip.",Gapping,Time,7,7,15,15,vacation,trip,-4.391230583190918,-6.518243789672852,-5.438656806945801,-3.620607376098633
526,106,T – AT,"The tourist visits some museums during the vacation, and the students during the exams.",Gapping,Time,7,7,14,14,vacation,exams,-5.431894302368164,-9.833635330200195,-5.438656806945801,-5.676212310791016
527,106,AT – T,"The tourist visits some museums during the party, and the students during the school trip.",Gapping,Time,7,7,15,15,party,trip,-7.23762845993042,-6.030429363250732,-8.45265007019043,-2.7687149047851562
528,106,AT – AT,"The tourist visits some museums during the party, and the students during the exams.",Gapping,Time,7,7,14,14,party,exams,-6.808595657348633,-7.630438804626465,-8.45265007019043,-4.879462242126465
529,106,T – SP violation,"The tourist visits some museums during the vacation, and the students during the river.",Gapping,Time,7,7,14,14,vacation,river,-7.858180046081543,-10.916177749633789,-5.438656806945801,-12.436020851135254
530,107,T – T,"The bride put on her makeup before the ceremony, and the model before the photo shoot.",Gapping,Time,8,8,16,16,ceremony,shoot,-2.254894256591797,-0.14365005493164062,-1.1186742782592773,-0.2640514373779297
531,107,T – AT,"The bride put on her makeup before the ceremony, and the model before the meeting.",Gapping,Time,8,8,15,15,ceremony,meeting,-1.9110755920410156,-9.186531066894531,-1.1186742782592773,-7.850403785705566
532,107,AT – T,"The bride put on her makeup before the party, and the model before the photo shoot.",Gapping,Time,8,8,16,16,party,shoot,-4.068441390991211,-0.09516334533691406,-4.832847595214844,-0.22756576538085938
533,107,AT – AT,"The bride put on her makeup before the party, and the model before the meeting.",Gapping,Time,8,8,15,15,party,meeting,-4.817626953125,-8.452677726745605,-4.832847595214844,-7.459561347961426
534,107,T – SP violation,"The bride put on her makeup before the marriage, and the model before the table. ",Gapping,Time,8,8,15,15,marriage,table,-7.807116985321045,-10.32505989074707,-4.807199954986572,-9.54682731628418
535,108,T – T,"The student studied before the exam, and the public employee before the interview.",Gapping,Time,5,5,13,13,exam,interview,-2.612368583679199,-6.5755205154418945,-2.7293472290039062,-3.646143913269043
536,108,T – AT,"The student studied before the exam, and the public employee before the meeting.",Gapping,Time,5,5,13,13,exam,meeting,-4.851534843444824,-10.0771484375,-2.7293472290039062,-6.6500349044799805
537,108,AT – T,"The student studied before the excursion, and the public employee before the interview.",Gapping,Time,6,6,14,14,##cursion,interview,-2.47310733795166,-4.999756336212158,-0.07610511779785156,-5.454190254211426
538,108,AT – AT,"The student studied before the excursion, and the public employee before the meeting.",Gapping,Time,6,6,14,14,##cursion,meeting,-3.475770950317383,-6.051799774169922,-0.07610511779785156,-5.406756401062012
539,108,T – SP violation,"The student studied before the exam, and the public employee before the bag.",Gapping,Time,5,5,13,13,exam,bag,-4.087366104125977,-13.842906951904297,-2.7293472290039062,-13.549159049987793
540,109,T – T,"The athlete stretches before the workout, and the dancer before the performance. ",Gapping,Time,5,6,12,13,##out,performance,-0.8087739944458008,-3.9652719497680664,-4.886281967163086,-1.8506488800048828
541,109,T – AT,"The athlete stretches before the workout, and the dancer before lunch.",Gapping,Time,5,6,11,12,##out,lunch,-0.5039844512939453,-6.592872619628906,-4.886281967163086,-9.327959060668945
542,109,AT – T,"The athlete stretches before the party, and the dancer before the performance.",Gapping,Time,5,5,12,12,party,performance,-8.593160629272461,-4.625237464904785,-8.70807933807373,-3.718708038330078
543,109,AT – AT,"The athlete stretches before the party, and the dancer before lunch.",Gapping,Time,5,5,11,11,party,lunch,-6.489722728729248,-8.190592765808105,-8.70807933807373,-7.508081436157227
544,109,T – SP violation,"The athlete stretches before the workout, and the dancer before the bottle.",Gapping,Time,5,6,12,13,##out,bottle,-1.0683841705322266,-10.111486434936523,-4.886281967163086,-12.688590049743652
545,110,T – T,"The actor rehearsed before the play, and the singer before the concert.",Gapping,Time,6,8,13,15,play,concert,-4.939878463745117,-5.76847505569458,-4.555956840515137,-1.8598337173461914
546,110,T – AT,"The actor rehearsed before the play, and the singer before the lesson.",Gapping,Time,6,8,13,15,play,lesson,-3.728569984436035,-10.457685470581055,-4.555956840515137,-12.140509605407715
547,110,AT – T,"The actor rehearsed before the festival, and the singer before the concert.",Gapping,Time,6,8,13,15,festival,concert,-6.273005962371826,-3.717782974243164,-6.650168418884277,-2.456141471862793
548,110,AT – AT,"The actor rehearsed before the festival, and the singer before the lesson.",Gapping,Time,6,8,13,15,festival,lesson,-8.570213317871094,-10.959550857543945,-6.650168418884277,-13.194260597229004
549,110,T – SP violation,"The actor rehearsed before the play, and the singer before sadness.",Gapping,Time,6,8,12,14,play,sadness,-5.804977893829346,-13.28059196472168,-4.555956840515137,-17.657800674438477
550,111,T – T,"The runner will drink some water after the race, and the athlete will after the workout.",Pseudo-gapping,Time,8,8,16,17,race,##out,-1.6495428085327148,-0.20131206512451172,-0.7840461730957031,-5.407044887542725
551,111,T – AT,"The runner will drink some water after the race, and the athlete will after the funeral.",Pseudo-gapping,Time,8,8,16,16,race,funeral,-2.070707321166992,-10.93667984008789,-0.7840461730957031,-9.615949630737305
552,111,AT – T,"The runner will drink some water after the concert, and the athlete will after the workout.",Pseudo-gapping,Time,8,8,16,17,concert,##out,-9.331399917602539,-0.1895160675048828,-9.919013023376465,-4.491357803344727
553,111,AT – AT,"The runner will drink some water after the concert, and the athlete will after the funeral.",Pseudo-gapping,Time,8,8,16,16,concert,funeral,-6.643555641174316,-8.714757919311523,-9.919013023376465,-8.097428321838379
554,111,T – SP violation,"The runner will drink some water after the race, and the athlete will after the cream.",Pseudo-gapping,Time,8,8,16,16,race,cream,-3.920536994934082,-11.31307601928711,-0.7840461730957031,-11.235708236694336
555,112,T – T,"The spectator will cry during the film, and the newborn will during the night.",Pseudo-gapping,Time,6,7,14,15,film,night,-11.208375930786133,-4.614278793334961,-6.555824279785156,-6.164700984954834
556,112,T – AT,"The spectator will cry during the film, and the newborn will during the walk.",Pseudo-gapping,Time,6,7,14,15,film,walk,-6.306708812713623,-7.500116348266602,-6.555824279785156,-8.476005554199219
557,112,AT – T,"The spectator will cry during the conference, and the newborn will during the night.",Pseudo-gapping,Time,6,7,14,15,conference,night,-15.895009994506836,-5.40413236618042,-9.039005279541016,-4.465114593505859
558,112,AT – AT,"The spectator will cry during the conference, and the newborn will during the walk.",Pseudo-gapping,Time,6,7,14,15,conference,walk,-8.757680892944336,-7.041810512542725,-9.039005279541016,-7.569906234741211
559,112,T – SP violation,"The spectator will cry during the film, and the newborn will during the tshirt.",Pseudo-gapping,Time,6,7,15,16,film,##shirt,-6.648685932159424,-13.695682525634766,-6.555824279785156,-7.922150611877441
560,113,T – T,"The student will have a party after his graduation, and the couple will after their marriage.",Pseudo-gapping,Time,8,8,16,16,graduation,marriage,-0.6364755630493164,-2.326000213623047,-2.4644670486450195,-2.4663772583007812
561,113,T – AT,"The student will have a party after his graduation, and the couple will after their meeting.",Pseudo-gapping,Time,8,8,16,16,graduation,meeting,-2.2448511123657227,-6.379127025604248,-2.4644670486450195,-8.386330604553223
562,113,AT – T,"The student will have a party after the interview, and the couple will after their marriage.",Pseudo-gapping,Time,8,8,16,16,interview,marriage,-5.69639778137207,-4.505645275115967,-4.998862266540527,-3.4444541931152344
563,113,AT – AT,"The student will have a party after the interview, and the couple will after their meeting.",Pseudo-gapping,Time,8,8,16,16,interview,meeting,-3.786651611328125,-4.888827800750732,-4.998862266540527,-4.950724124908447
564,113,T – SP violation,"The student will have a party after his graduation, and the couple will after their clothes.",Pseudo-gapping,Time,8,8,16,16,graduation,clothes,-2.1740503311157227,-7.538060188293457,-2.4644670486450195,-14.853799819946289
565,114,T – T,"The student workouts after school, and the businessman will after work.",Pseudo-gapping,Time,4,5,11,12,school,work,-0.4236879348754883,-2.1595258712768555,-3.0223541259765625,-0.5407352447509766
566,114,T – AT,"The student workouts after school, and the businessman will during work.",Pseudo-gapping,Time,4,5,11,12,school,work,-0.40170860290527344,-2.027371406555176,-3.0223541259765625,-3.445521354675293
567,114,AT – T,"The student workouts before school, and the businessman will after work.",Pseudo-gapping,Time,4,5,11,12,school,work,-0.7941646575927734,-2.895005226135254,-4.797964572906494,-2.288710594177246
568,114,AT – AT,"The student workouts before school, and the businessman will during work.",Pseudo-gapping,Time,4,5,11,12,school,work,-0.9521369934082031,-2.3309364318847656,-4.797964572906494,-3.9045934677124023
569,114,T – SP violation,"The student workouts after school, and the businessman will after the rope.",Pseudo-gapping,Time,4,5,12,13,school,rope,-3.035128116607666,-11.701210021972656,-3.0223541259765625,-11.631993293762207
570,115,T – T,"The tourist packed his bags before departure, and the family will before the move.",Pseudo-gapping,Time,6,6,14,14,departure,move,-2.3912487030029297,-6.0016560554504395,-7.086737155914307,-6.658536911010742
571,115,T – AT,"The tourist packed his bags before departure, and the family will before the party.",Pseudo-gapping,Time,6,6,14,14,departure,party,-2.9976816177368164,-4.430181503295898,-7.086737155914307,-6.3533220291137695
572,115,AT – T,"The tourist packed his bags before the meeting, and the family will before the move.",Pseudo-gapping,Time,7,7,15,15,meeting,move,-5.6745076179504395,-7.160134792327881,-6.472380638122559,-6.965590953826904
573,115,AT – AT,"The tourist packed his bags before the meeting, and the family will before the party. ",Pseudo-gapping,Time,7,7,15,15,meeting,party,-5.556836128234863,-4.355677604675293,-6.472380638122559,-5.674572944641113
574,115,T – SP violation,"The tourist packed his bags before departure, and the family will before the dog.",Pseudo-gapping,Time,6,6,14,14,departure,dog,-3.869678497314453,-9.652214050292969,-7.086737155914307,-7.3155083656311035
